2023-04-26T19:46:14,yandex,cpc,ai_innovation_seminar,253
2023-04-27T06:30:34,yandex,cpc,ai_innovation_seminar,118
2023-04-28T16:47:09,yandex,cpc,ai_innovation_seminar,180
2023-04-29T14:56:11,yandex,cpc,ai_innovation_seminar,236
2023-04-30T13:55:04,yandex,cpc,ai_innovation_seminar,236
2023-05-01T01:52:29,yandex,cpc,ai_innovation_seminar,257
2023-05-02T18:00:51,yandex,cpc,ai_innovation_seminar,300
2023-05-03T21:37:59,yandex,cpc,ai_innovation_seminar,224
2023-05-04T06:22:20,yandex,cpc,ai_innovation_seminar,203
2023-05-05T20:41:28,yandex,cpc,ai_innovation_seminar,287
2023-05-06T07:45:57,yandex,cpc,ai_innovation_seminar,187
2023-05-07T13:17:46,yandex,cpc,ai_innovation_seminar,237
2023-05-08T09:16:30,yandex,cpc,ai_innovation_seminar,194
2023-05-09T14:45:18,yandex,cpc,ai_innovation_seminar,267
2023-05-10T14:19:12,yandex,cpc,ai_innovation_seminar,161
2023-05-11T00:13:59,yandex,cpc,ai_innovation_seminar,163
2023-05-12T21:38:12,yandex,cpc,ai_innovation_seminar,228
2023-05-13T06:05:20,yandex,cpc,ai_innovation_seminar,299
2023-05-14T04:57:14,yandex,cpc,ai_innovation_seminar,104
2023-05-15T02:38:46,yandex,cpc,ai_innovation_seminar,119
2023-05-16T17:21:16,yandex,cpc,ai_innovation_seminar,243
2023-05-17T02:52:42,yandex,cpc,ai_innovation_seminar,228
2023-05-18T20:26:45,yandex,cpc,ai_innovation_seminar,137
2023-05-19T00:49:44,yandex,cpc,ai_innovation_seminar,186
2023-06-02T03:34:25,youtube,cpc,tech_entrepreneur_series,236
2023-06-03T00:59:14,youtube,cpc,tech_entrepreneur_series,150
2023-06-04T00:58:02,youtube,cpc,tech_entrepreneur_series,196
2023-06-05T04:40:53,youtube,cpc,tech_entrepreneur_series,171
2023-06-06T12:25:55,youtube,cpc,tech_entrepreneur_series,130
2023-06-07T18:36:31,youtube,cpc,tech_entrepreneur_series,262
2023-06-08T20:58:50,youtube,cpc,tech_entrepreneur_series,267
2023-06-09T14:01:06,youtube,cpc,tech_entrepreneur_series,185
2023-06-10T10:34:18,youtube,cpc,tech_entrepreneur_series,153
2023-06-11T03:34:39,youtube,cpc,tech_entrepreneur_series,253
2023-06-12T07:10:17,youtube,cpc,tech_entrepreneur_series,230
2023-06-13T07:10:35,youtube,cpc,tech_entrepreneur_series,147
2023-06-14T17:53:09,youtube,cpc,tech_entrepreneur_series,295
2023-06-15T03:20:30,youtube,cpc,tech_entrepreneur_series,190
2023-06-16T21:17:21,youtube,cpc,tech_entrepreneur_series,255
2023-06-17T13:22:50,youtube,cpc,tech_entrepreneur_series,165
2023-06-18T17:02:50,youtube,cpc,tech_entrepreneur_series,107
2023-06-19T14:03:07,youtube,cpc,tech_entrepreneur_series,290
2023-06-20T01:03:18,youtube,cpc,tech_entrepreneur_series,231
2023-06-21T05:48:32,youtube,cpc,tech_entrepreneur_series,273
2023-06-22T15:12:50,youtube,cpc,tech_entrepreneur_series,296
2023-06-23T04:08:19,youtube,cpc,tech_entrepreneur_series,274
2023-06-24T00:37:04,youtube,cpc,tech_entrepreneur_series,158
2023-06-25T08:40:38,youtube,cpc,tech_entrepreneur_series,102
2023-06-26T01:26:33,youtube,cpc,tech_entrepreneur_series,186
2023-06-27T09:02:59,youtube,cpc,tech_entrepreneur_series,151
2023-06-28T23:43:22,youtube,cpc,tech_entrepreneur_series,167
2023-06-29T18:23:37,youtube,cpc,tech_entrepreneur_series,109
2023-06-30T16:09:43,youtube,cpc,tech_entrepreneur_series,220
2023-07-01T06:22:24,youtube,cpc,tech_entrepreneur_series,297
2023-07-02T11:57:48,youtube,cpc,tech_entrepreneur_series,216
2023-07-03T00:05:33,youtube,cpc,tech_entrepreneur_series,104
2023-07-04T15:02:44,youtube,cpc,tech_entrepreneur_series,116
2023-07-05T23:58:55,youtube,cpc,tech_entrepreneur_series,211
2023-07-06T13:50:15,youtube,cpc,tech_entrepreneur_series,279
2023-07-07T01:37:43,youtube,cpc,tech_entrepreneur_series,190
2023-07-08T12:18:01,youtube,cpc,tech_entrepreneur_series,274
2023-07-09T00:02:31,youtube,cpc,tech_entrepreneur_series,204
2023-07-10T12:32:57,youtube,cpc,tech_entrepreneur_series,122
2023-07-11T15:04:30,youtube,cpc,tech_entrepreneur_series,187
2023-07-12T01:20:16,youtube,cpc,tech_entrepreneur_series,210
2023-07-13T03:35:00,youtube,cpc,tech_entrepreneur_series,279
2023-07-14T15:24:03,youtube,cpc,tech_entrepreneur_series,230
2023-07-23T17:37:31,tg,social,mobile_app_dev_hackathon,187
2023-07-24T07:11:59,tg,social,mobile_app_dev_hackathon,170
2023-07-25T15:30:12,tg,social,mobile_app_dev_hackathon,250
2023-07-26T06:00:48,tg,social,mobile_app_dev_hackathon,221
2023-07-27T05:40:23,tg,social,mobile_app_dev_hackathon,197
2023-07-28T03:48:29,tg,social,mobile_app_dev_hackathon,133
2023-07-29T22:27:44,tg,social,mobile_app_dev_hackathon,159
2023-07-30T00:30:08,tg,social,mobile_app_dev_hackathon,128
2023-07-31T20:16:47,tg,social,mobile_app_dev_hackathon,250
2023-08-01T18:35:43,tg,social,mobile_app_dev_hackathon,227
2023-08-02T09:52:35,tg,social,mobile_app_dev_hackathon,196
2023-08-03T21:27:13,tg,social,mobile_app_dev_hackathon,214
2023-08-04T18:46:28,tg,social,mobile_app_dev_hackathon,239
2023-08-05T18:07:43,tg,social,mobile_app_dev_hackathon,136
2023-08-06T20:30:18,tg,social,mobile_app_dev_hackathon,212
2023-08-07T19:27:16,tg,social,mobile_app_dev_hackathon,162
2023-08-08T22:56:24,tg,social,mobile_app_dev_hackathon,130
2023-08-09T07:22:24,tg,social,mobile_app_dev_hackathon,288
2023-08-10T12:09:21,tg,social,mobile_app_dev_hackathon,274
2023-08-11T18:13:10,tg,social,mobile_app_dev_hackathon,194
2023-08-12T07:05:21,tg,social,mobile_app_dev_hackathon,230
2023-08-13T06:16:48,tg,social,mobile_app_dev_hackathon,297
2023-08-14T05:18:11,tg,social,mobile_app_dev_hackathon,199
2023-08-15T15:58:57,tg,social,mobile_app_dev_hackathon,255
2023-08-16T13:22:58,tg,social,mobile_app_dev_hackathon,102
2023-08-17T09:47:42,tg,social,mobile_app_dev_hackathon,163
2023-08-18T14:44:42,tg,social,mobile_app_dev_hackathon,258
2023-08-19T16:51:33,tg,social,mobile_app_dev_hackathon,102
2023-08-20T17:45:21,tg,social,mobile_app_dev_hackathon,178
2023-08-21T20:37:27,tg,social,mobile_app_dev_hackathon,198
2023-08-22T03:29:05,tg,social,mobile_app_dev_hackathon,260
2023-08-23T21:52:27,tg,social,mobile_app_dev_hackathon,212
2023-08-24T12:50:55,tg,social,mobile_app_dev_hackathon,285
2023-08-25T13:06:05,tg,social,mobile_app_dev_hackathon,206
2023-08-26T19:12:55,tg,social,mobile_app_dev_hackathon,290
2023-08-27T03:05:30,tg,social,mobile_app_dev_hackathon,281
